iata,name,city,country_code,size_rank
JIC,Jinchang Jinchuan Airport,Jinchang,CN,1
JIM,Jimma Airport,Jimma,ET,1
JIQ,Qianjiang Wulingshan Airport,Qianjiang,CN,1
JJD,Comandante Ariston Pessoa Airport,Cruz,BR,1
JJU,Qaqortoq Airport,Qaqortoq,GL,1
JKG,Jönköping Airport,Jönköping,SE,1
JKH,Chios Island National Airport,Chios Island,GR,1
JKR,Janakpur Airport,Janakpur,NP,1
JLN,Joplin Regional Airport,Joplin,US,1
JLR,Jabalpur Airport,Jabalpur,IN,1
JMJ,Lancang Jingmai Airport,Pu'er (Lancang),CN,1
JMK,Mykonos Island National Airport,Mykonos,GR,1
JMS,Jamestown Regional Airport,Jamestown,US,1
JMU,Jiamusi Songjiang International Airport,Jiamusi,CN,1
JNG,Jining Da'an Airport,Jining,CN,1
JNH,Jiaxing Nanhu Airport,"Xiuzhou, Hangzhou",CN,1
JNU,Juneau International Airport,Juneau,US,1
JNZ,Jinzhou Bay Airport,Jinzhou (Linghai),CN,1
JOE,Joensuu Airport,Joensuu,FI,1
JOG,Adisutjipto International Airport,Yogyakarta,ID,1
JOI,Lauro Carneiro de Loyola Airport,Joinville,BR,1
JOL,Jolo Airport,Jolo,PH,1
JOS,Yakubu Gowon Airport,Jos,NG,1
JRH,Jorhat Airport,Jorhat,IN,1
JSA,Jaisalmer Airport,Jaisalmer Airport,IN,1
JSH,Sitia Airport,Crete Island,GR,1
JSI,Skiathos Island National Airport,Skiathos,GR,1
JSJ,Jiansanjiang Shidi Airport,Jiansanjiang,CN,1
JSR,Jessore Airport,Jashore (Jessore),BD,1
JST,John Murtha Johnstown Cambria County Airport,Johnstown,US,1
JTC,Bauru/Arealva–Moussa Nakhal Tobias State Airport,Bauru,BR,1
JUZ,Quzhou Airport,Quzhou (Kezheng),CN,1
JXA,Jixi Xingkaihu Airport,Jixi,CN,1
JYV,Jyväskylä Airport,Jyväskylän Maalaiskunta,FI,1
JZH,Jiuzhai Huanglong Airport,Ngawa (Songpan),CN,1
KAB,Kariba Airport,Kariba,ZW,1
KAC,Qamishli International Airport,Qamishli,SY,1
KAI,Kaieteur Airport,Kaieteur Falls,GY,1
KAJ,Kajaani Airport,Kajaani,FI,1
KAO,Kuusamo Airport,Kuusamo,FI,1
KAT,Kaitaia Airport,Awanui,NZ,1
KAW,Kawthoung Airport,Kawthoung,MM,1
KBR,Sultan Ismail Petra Airport,Kota Baharu,MY,1
KCM,Kahramanmaraş Airport,Kahramanmaraş,TR,1
KCT,Koggala Airport,Galle,LK,1
KCY,Krasnoyarsk Cheremshanka Airport,Krasnoyarsk,RU,1
KDL,Kärdla Airport,Kärdla,EE,1
KDM,Kaadedhdhoo Airport,Huvadhu Atoll,MV,1
KDO,Kadhdhoo Airport,Kadhdhoo,MV,1
KEM,Kemi-Tornio Airport,Kemi / Tornio,FI,1
KEP,Nepalgunj Airport,Nepalgunj,NP,1
KET,Kengtung Airport,Kengtung,MM,1
KFS,Kastamonu Airport,Kastamonu,TR,1
KGA,Kananga Airport,Kananga,CD,1
KGC,Kingscote Airport,Kingscote Airport,AU,1
KGI,Kalgoorlie Boulder Airport,Broadwood,AU,1
KGP,Kogalym International Airport,Kogalym,RU,1
KGT,Kangding Airport,Garzê (Kangding),CN,1
KHD,Khoram Abad Airport,Khoram Abad Airport,IR,1
KHK,Khark Airport,Khark,IR,1
KHS,Khasab Airport,Khasab,OM,1
KHT,Khost International Airport,Khost,AF,1
KHV,Khabarovsk Novy Airport,Khabarovsk,RU,1
KHX,Savannah Airstrip,Kihihi,UG,1
KIR,Kerry Airport,Farranfore,IE,1
KJB,Kurnool Airport,Orvakal,IN,1
KJH,Kaili Huangping Airport,Kaili  (Huangping),CN,1
KJI,Burqin Kanas Airport,Burqin,CN,1
KJT,Kertajati International Airport,Kertajati,ID,1
KKC,Khon Kaen Airport,Khon Kaen,TH,1
KKE,Kerikeri Airport,Kerikeri,NZ,1
KKN,"Kirkenes Airport, Høybuktmoen",Kirkenes,NO,1
KKR,Kaukura Airport,Raitahiti,PF,1
KKS,Kashan Airport,Kashan,IR,1
KKW,Kikwit Airport,Kikwit,CD,1
KKX,Kikai Airport,Kikai,JP,1
KLH,Kolhapur Airport,Kolhapur,IN,1
KLR,Kalmar Airport,Kalmar,SE,1
KLW,Klawock Airport,Klawock,US,1
KLX,Kalamata Airport,Kalamata,GR,1
KMA,Kerema Airport,Kerema,PG,1
KMC,King Khaled Military City Airport,King Khaled Military City,SA,1
KME,Kamembe Airport,Kamembe,RW,1
KMW,Kostroma Sokerkino Airport,Kostroma,RU,1
KND,Kindu Airport,Kindu,CD,1
KNG,Utarom Airport,Kaimana,ID,1
KNH,Kinmen Airport,Shang-I,TW,1
KNQ,Koné Airport,Koné,NC,1
KNS,King Island Airport,King Island Airport,AU,1
KNU,Kanpur Airport,Kanpur,IN,1
KNX,East Kimberley Regional (Kununurra) Airport,Kununurra,AU,1
KOE,El Tari Airport,Kupang,ID,1
KOI,Kirkwall Airport,"Kirkwall, Orkney Islands",GB,1
KOK,Kokkola-Pietarsaari Airport,Kokkola / Kruunupyy,FI,1
KOP,Nakhon Phanom Airport,Nakhon Phanom,TH,1
KPO,Pohang Airport (G-815/K-3),Pohang,KR,1
KPW,Keperveem Airport,Keperveem,RU,1
KQH,Kishangarh Airport Ajmer,Ajmer (Kishangarh),IN,1
KRF,Kramfors-Sollefteå Höga Kusten Airport,Nyland,SE,1
KRL,Korla Licheng Airport,Korla,CN,1
KRO,Kurgan Airport,Kurgan,RU,1
KRP,Midtjyllands Airport / Air Base Karup,Karup,DK,1
KRW,Turkmenbaşy International Airport,Turkmenbaşy,TM,1
KSC,Košice International Airport,Košice,SK,1
KSD,Karlstad Airport,Karlstad,SE,1
KSH,Shahid Ashrafi Esfahani Airport,Kermanshah,IR,1
KSL,Kassala Airport,Kassala,SD,1
KSU,"Kristiansund Airport, Kvernberget",Kvernberget,NO,1
KSY,Kars Airport,Kars,TR,1
KSZ,Kotlas Airport,Kotlas,RU,1
KTA,Karratha Airport,Karratha,AU,1
KTD,Kitadaito Airport,Kitadaitōjima,JP,1
KTG,Rahadi Osman Airport,Ketapang,ID,1
KTN,Ketchikan International Airport,Ketchikan,US,1
KTP,Tinson Pen Airport,Tinson Pen,JM,1
KUA,Kuantan Airport,Kuantan,MY,1
KUH,Kushiro Airport,Kushiro,JP,1
KUM,Yakushima Airport,Yakushima,JP,1
KUS,Kulusuk Airport,Kulusuk,GL,1
KUU,Kullu Manali Airport,Bhuntar,IN,1
KUV,Gunsan Airport / Gunsan Air Base,Gunsan,KR,1
KVG,Kavieng Airport,Kavieng,PG,1
KVO,Morava Airport,Kraljevo,RS,1
KVX,Pobedilovo Airport,Kirov,RU,1
KWA,Bucholz Army Air Field,Kwajalein,MH,1
KWJ,Gwangju Airport,Gwangju,KR,1
KWM,Kowanyama Airport,Kowanyama,AU,1
KWZ,Kolwezi Airport,Kolwezi,CD,1
KXB,Sangia Nibandera Airport,Kolaka,ID,1
KXK,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,RU,1
KYD,Lanyu Airport,Orchid Island,TW,1
KYP,Kyaukpyu Airport,Kyaukpyu,MM,1
KYS,Kayes Dag Dag Airport,Kayes,ML,1
KYZ,Kyzyl Airport,Kyzyl,RU,1
KZI,Kozani National Airport Filippos,Kozani,GR,1
KZR,Zafer Airport,Altıntaş,TR,1
LAF,Purdue University Airport,West Lafayette,US,1
LAJ,Lages Airport,Lages,BR,1
LAL,Lakeland Linder International Airport,Lakeland,US,1
LAN,Capital Region International Airport,Lansing,US,1
LAP,Manuel Márquez de León International Airport,La Paz,MX,1
LAR,Laramie Regional Airport,Laramie,US,1
LAU,Manda Airport,Lamu,KE,1
LAW,Lawton Fort Sill Regional Airport,Lawton,US,1
LBB,Lubbock Preston Smith International Airport,Lubbock,US,1
LBC,Lübeck Blankensee Airport,Lübeck,DE,1
LBE,Arnold Palmer Regional Airport,Latrobe,US,1
LBF,North Platte Regional Airport Lee Bird Field,North Platte,US,1
LBL,Liberal Mid-America Regional Airport,Liberal,US,1
LBS,Labasa Airport,Labasa,FJ,1
LBU,Labuan Airport,Labuan,MY,1
LCE,Golosón International Airport,La Ceiba,HN,1
LCG,A Coruña Airport,Culleredo,ES,1
LCH,Lake Charles Regional Airport,Lake Charles,US,1
LCK,Rickenbacker International Airport,Columbus,US,1
LCX,Liancheng Guanzhishan Airport,Longyan (Liancheng),CN,1
LCY,London City Airport,London,GB,1
LDB,Governor José Richa Airport,Londrina,BR,1
LDE,Tarbes-Lourdes-Pyrénées Airport,Tarbes/Lourdes/Pyrénées,FR,1
LDS,Yichun Lindu Airport,Yichun,CN,1
LDU,Lahad Datu Airport,Lahad Datu,MY,1
LDX,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,GF,1
LDY,City of Derry Airport,"Derry, Derry and Strabane",GB,1
LEA,Learmonth Airport,Exmouth,AU,1
LEB,Lebanon Municipal Airport,Lebanon,US,1
LEI,Almería Airport,Almería,ES,1
LEN,León Airport,La Virgen del Camino,ES,1
LER,Leinster Airport,Leinster Airport,AU,1
LET,Alfredo Vásquez Cobo International Airport,Leticia,CO,1
LEU,Pirineus - la Seu d'Urgel Airport,La Seu d'Urgell Pyrenees and Andorra,ES,1
LEX,Blue Grass Airport,Lexington,US,1
LFM,Lamerd Airport,Lamerd,IR,1
LFQ,Linfen Yaodu Airport,Linfen (Yaodu),CN,1
LFT,Lafayette Regional Airport,Lafayette,US,1
LGG,Liège Airport,Grâce-Hollogne,BE,1
LGI,Deadman's Cay Airport,Deadman's Cay,BS,1
LHG,Lightning Ridge Airport,Lightning Ridge Airport,AU,1
LHL,Lachin International Airport,Lachin,AZ,1
LHS,Las Heras Airport,Las Heras,AR,1
LIF,Lifou Airport,Lifou,NC,1
LIG,Limoges Airport,Limoges/Bellegarde,FR,1
LIO,Limón International Airport,Limón,CR,1
LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,US,1
LIW,Loikaw Airport,Loikaw,MM,1
LKL,"Lakselv Airport, Banak",Lakselv,NO,1
LKN,Leknes Airport,Leknes,NO,1
LLF,Yongzhou Lingling Airport,Yongzhou,CN,1
LLV,Lüliang Dawu Airport,Lüliang,CN,1
LMM,Valle del Fuerte International Airport,Los Mochis,MX,1
LMN,Limbang Airport,Limbang,MY,1
LMP,Lampedusa Airport,Lampedusa,IT,1
LNJ,Lincang Boshang Airport,Lincang,CN,1
LNK,Lincoln Airport,Lincoln,US,1
LNL,Longnan Chengzhou Airport,Longnan (Cheng),CN,1
LNO,Leonora Airport,Leonora,AU,1
LNS,Lancaster Airport,Lancaster,US,1
LNY,Lanai Airport,Lanai City,US,1
LOE,Loei Airport,Loei Airport,TH,1
LOO,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,DZ,1
LPF,Liupanshui Yuezhao Airport,Liupanshui (Zhongshan),CN,1
LPT,Lampang Airport,Lampang Airport,TH,1
LRD,Laredo International Airport,Laredo,US,1
LRE,Longreach Airport,Longreach,AU,1
LRH,La Rochelle Île de Ré Airport,La Rochelle,FR,1
LRR,Lar Airport,Lar,IR,1
LRU,Las Cruces International Airport,Las Cruces,US,1
LSC,La Florida Airport,La Serena-Coquimbo,CL,1
LSE,La Crosse Regional Airport,La Crosse,US,1
LSG,Leshan Airport,Leshan (Wutongqiao),CN,1
LSH,Lashio Airport,Lashio,MM,1
LSI,Sumburgh Airport,"Lerwick, Shetland",GB,1
LSP,Josefa Camejo International Airport,Paraguaná,VE,1
LSR,Alas Leuser Airport,Kutacane,ID,1
LST,Launceston Airport,Launceston (Western Junction),AU,1
LSY,Lismore Airport,Lismore,AU,1
LTD,Ghadames Airport,Ghadames,LY,1
LTI,Altai Airport,Altai,MN,1
LTK,Latakia International Airport,Latakia,SY,1
LTM,Lethem Airport,Lethem,GY,1
LTU,Murod Kond Airport,Latur,IN,1
LTX,Cotopaxi International Airport,Latacunga,EC,1
LUA,Tenzing-Hillary Airport,Lukla,NP,1
LUD,Luderitz Airport,Luderitz,NA,1
LUG,Lugano Airport,Agno,CH,1
LUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,US,1
LUM,Dehong Mangshi International Airport,Dehong (Mangshi),CN,1
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,AR,1
LUR,Cape Lisburne LRRS Airport,Cape Lisburne,US,1
LUV,Karel Sadsuitubun Airport,Langgur,ID,1
LWB,Greenbrier Valley Airport,Lewisburg,US,1
LWS,Lewiston Nez Perce County Airport,Lewiston,US,1
LYC,Lycksele Airport,Lycksele,SE,1
LYH,Lynchburg Regional Airport - Preston Glenn Field,Lynchburg,US,1
LYI,Linyi Qiyang Airport,Linyi (Hedong),CN,1
LYR,"Svalbard Airport, Longyear",Longyearbyen,NO,1
LZG,Langzhong Gucheng Airport,Nanchong (Langzhong),CN,1
LZH,Liuzhou Bailian Airport / Bailian Air Base,Liuzhou (Liujiang),CN,1
LZN,Matsu Nangan Airport,Matsu (Nangan),TW,1
LZO,Luzhou Yunlong Airport,Luzhou (Yunlong),CN,1
LZY,Nyingchi Mainling Airport,Nyingchi (Mainling),CN,1
MAB,João Correa da Rocha Airport,Marabá,BR,1
MAF,Midland International Air and Space Port,Midland,US,1
MAG,Madang Airport,Madang,PG,1
MAK,Malakal International Airport,Malakal,SS,1
MAM,General Servando Canales International Airport,Matamoros,MX,1
MAQ,Mae Sot Airport,Mae Sot Airport,TH,1
MAS,Momote Airport,Manus Island,PG,1
MAU,Maupiti Airport,Maupiti Airport,PF,1
MAZ,Eugenio Maria De Hostos Airport,Mayaguez,PR,1
MBD,Mmabatho International Airport,Mafeking,ZA,1
MBE,Monbetsu Airport,Monbetsu,JP,1
MBI,Songwe Airport,Mbeya,TZ,1
MBS,MBS International Airport,Freeland,US,1
MBT,Moises R. Espinosa Airport,Masbate,PH,1
MBW,Melbourne Moorabbin Airport,Melbourne,AU,1
MBX,Maribor Edvard Rusjan Airport,Maribor,SI,1
MCE,Merced Regional Macready Field,Merced,US,1
MCG,McGrath Airport,McGrath,US,1
MCK,McCook Ben Nelson Regional Airport,McCook,US,1
MCN,Middle Georgia Regional Airport,Macon,US,1
MCP,Macapá - Alberto Alcolumbre International Airport,Macapá,BR,1
MCW,Mason City Municipal Airport,Mason City,US,1
MDG,Mudanjiang Hailang International Airport,Mudanjiang,CN,1
MDI,Makurdi Airport,Makurdi,NG,1
MDK,Mbandaka Airport,Mbandaka,CD,1
MDQ,Ástor Piazzola International Airport,Mar del Plata,AR,1
MDT,Harrisburg International Airport,Harrisburg,US,1
MDU,Mendi Airport,Mendi,PG,1
MEB,Melbourne Essendon Airport,Essendon Fields,AU,1
MEC,Eloy Alfaro International Airport,Manta,EC,1
MEE,Maré Airport,Maré,NC,1
MEG,Malanje Airport,Malanje,AO,1
MEH,Mehamn Airport,Mehamn,NO,1
MEI,Key Field / Meridian Regional Airport,Meridian,US,1
MEQ,Cut Nyak Dhien Airport,Kuala Pesisir,ID,1
MFE,McAllen Miller International Airport,McAllen,US,1
MFK,Matsu Beigan Airport,Matsu (Beigan),TW,1
MFR,Rogue Valley International-Medford Airport,Medford,US,1
MGB,Mount Gambier Airport,Mount Gambier,AU,1
MGC,Michigan City Municipal Airport,Michigan City,US,1
MGF,Regional de Maringá - Sílvio Name Júnior Airport,Maringá,BR,1
MGH,Margate Airport,Margate,ZA,1
MGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,US,1
MGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,Morgantown,US,1
MGZ,Myeik Airport,Mkeik,MM,1
MHG,Mannheim-City Airport,Mannheim,DE,1
MHH,Leonard M. Thompson International Airport,Marsh Harbour,BS,1
MHK,Manhattan Regional Airport,Manhattan,US,1
MHQ,Mariehamn Airport,Mariehamn,FI,1
MHT,Manchester-Boston Regional Airport,Manchester,US,1
MHU,Mount Hotham Airport,Mount Hotham,AU,1
MIG,Mianyang Nanjiao Airport,Mianyang (Fucheng),CN,1
MII,Frank Miloye Milenkowichi–Marília State Airport,Marília,BR,1
MIM,Merimbula Airport,Merimbula,AU,1
MIR,Monastir Habib Bourguiba International Airport,Monastir,TN,1
MJF,"Mosjøen Airport, Kjærstad",Mosjøen,NO,1
MJK,Shark Bay Airport,Denham,AU,1
MJM,Mbuji Mayi Airport,Mbuji Mayi,CD,1
MJT,Mytilene International Airport,Mytilene,GR,1
MJZ,Mirny Airport,Mirny,RU,1
MKG,Muskegon County Airport,Muskegon,US,1
MKK,Molokai Airport,Kaunakakai,US,1
MKL,McKellar-Sipes Regional Airport,Jackson,US,1
MKM,Mukah Airport,Mukah,MY,1
MKP,Makemo Airport,Makemo,PF,1
MKQ,Mopah International Airport,Merauke,ID,1
MKR,Meekatharra Airport,Meekatharra Airport,AU,1
MKU,Makokou Airport,Makokou,GA,1
MKW,Rendani Airport,Manokwari,ID,1
MKY,Mackay Airport,Mackay,AU,1
MKZ,Malacca International Airport,Malacca,MY,1
MLB,Melbourne Orlando International Airport,Melbourne,US,1
MLG,Abdul Rachman Saleh Airport,Malang,ID,1
MLI,Quad City International Airport,Moline,US,1
MLN,Melilla Airport,Melilla,ES,1
MLU,Monroe Regional Airport,Monroe,US,1
MLW,Spriggs Payne Airport,Monrovia,LR,1
MLX,Malatya Erhaç Airport,Malatya,TR,1
MMB,Memanbetsu Airport,Ōzora,JP,1
MMD,Minamidaito Airport,Minamidaito,JP,1
MME,Teesside International Airport,"Darlington, Durham",GB,1
MMG,Mount Magnet Airport,Mount Magnet Airport,AU,1
MMH,Mammoth Yosemite Airport,Mammoth Lakes,US,1
MMJ,Shinshu-Matsumoto Airport,Matsumoto,JP,1
MMO,Maio Airport,Vila do Maio,CV,1
MMY,Miyako Airport,Miyakojima,JP,1
MNC,Nacala International Airport,Nacala,MZ,1
MNG,Maningrida Airport,Maningrida,AU,1
MNJ,Mananjary Airport,Mananjary,MG,1
MNX,Manicoré Airport,Manicoré,BR,1
MOB,Mobile Regional Airport,Mobile,US,1
MOC,Mário Ribeiro Airport,Montes Claros,BR,1
MOG,Mong Hsat Airport,Mong Hsat,MM,1
MOL,"Molde Airport, Årø",Årø,NO,1
MOQ,Morondava Airport,Morondava,MG,1
MOT,Minot International Airport,Minot,US,1
MOV,Moranbah Airport,Moranbah,AU,1
MOZ,Moorea Temae Airport,Moorea-Maiao,PF,1
MPA,Katima Mulilo Airport,Mpacha,NA,1
MPH,Godofredo P. Ramos Airport,Caticlan,PH,1
MPN,Mount Pleasant Airport / RAF Mount Pleasant,Mount Pleasant,FK,1
MPY,Maripasoula Airport,Maripasoula,GF,1
MQJ,Moma Airport,Khonuu,RU,1
MQL,Mildura Airport,Mildura,AU,1
MQM,Mardin Airport,Mardin,TR,1
MQN,"Mo i Rana Airport, Røssvoll",Mo i Rana,NO,1
MQS,Mustique Airport,Lovell,VC,1
MQT,Marquette Sawyer Regional Airport,Gwinn,US,1
MQX,Mekele Alula Aba Nega Airport,Mekele,ET,1
MRE,Mara Serena Lodge Airstrip,Serena,KE,1
MRI,Merrill Field,Anchorage,US,1
MRX,Mahshahr Airport,Mahshahr,IR,1
MRY,Monterey Regional Airport,Monterey,US,1
MRZ,Moree Airport,Moree,AU,1
MSJ,Misawa Airport / Misawa Air Base,Misawa,JP,1
MSL,Northwest Alabama Regional Airport,Muscle Shoals,US,1
MSN,Dane County Regional Truax Field,Madison,US,1
MSO,Missoula Montana Airport,Missoula,US,1
MSR,Muş Airport,Muş,TR,1
MSS,Massena International Airport Richards Field,Massena,US,1
MSZ,Welwitschia Mirabilis International Airport,Moçâmedes,AO,1
MTJ,Montrose Regional Airport,Montrose,US,1
MTR,Los Garzones Airport,Montería,CO,1
MTT,Minatitlán/Coatzacoalcos International Airport,Cosoleacaque,MX,1
MUA,Munda Airport,Munda,SB,1
MUE,Waimea Kohala Airport,Waimea (Kamuela),US,1
MUN,José Tadeo Monagas International Airport,Maturín,VE,1
MUR,Marudi Airport,Marudi,MY,1
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,GA,1
MVF,Dix-Sept Rosado Airport,Mossoró,BR,1
MVP,Fabio Alberto Leon Bentley Airport,Mitú,CO,1
MVQ,Mogilev Airport,Mogilev,BY,1
MVR,Salak Airport,Maroua,CM,1
MVT,Mataiva Airport,Mataiva Airport,PF,1
MWA,Veterans Airport of Southern Illinois,Marion,US,1
MWL,Mineral Wells Regional Airport,Mineral Wells,US,1
MXL,General Rodolfo Sánchez Taboada International Airport,Mexicali,MX,1
MXV,Mörön Airport,Mörön,MN,1
MXX,Mora Airport,Mora,SE,1
MYA,Moruya Airport,Moruya,AU,1
MYD,Malindi International Airport,Malindi,KE,1
MYE,Miyakejima Airport,Miyakejima,JP,1
MYG,Mayaguana Airport,Abraham Bay Settlement,BS,1
MYL,McCall Municipal Airport,McCall,US,1
MYP,Mary International Airport,Mary,TM,1
MYQ,Mysore Airport,Mysore,IN,1
MYT,Myitkyina Airport,Myitkyina,MM,1
MYU,Mekoryuk Airport,Mekoryuk,US,1
MYW,Mtwara Airport,Mtwara,TZ,1
MYY,Miri Airport,Miri,MY,1
MZH,Amasya Merzifon Airport,Amasya,TR,1
MZI,Mopti Airport,Sévaré,ML,1
MZL,La Nubia Airport,Manizales,CO,1
MZO,Sierra Maestra International Airport,Manzanillo,CU,1
MZQ,Mkuze Airport,Mkuze,ZA,1
MZS,Moradabad Airport,Moradabad,IN,1
MZV,Mulu Airport,Mulu,MY,1
MZW,Mecheria Airport,Mecheria,DZ,1
NAA,Narrabri Airport,Narrabri,AU,1
NAH,Naha Airport,"Tabukan Utara, Sangihe Islands",ID,1
NAL,Nalchik Airport,Nalchik,RU,1
NAM,Namniwel Airport,Namniwel,ID,1
NAQ,Qaanaaq Airport,Qaanaaq,GL,1
NAW,Narathiwat Airport,Narathiwat Airport,TH,1
NBC,Begishevo Airport,Nizhnekamsk,RU,1
NBE,Enfidha - Hammamet International Airport,Enfidha,TN,1
NBS,Changbaishan Airport,Baishan,CN,1
NCA,North Caicos Airport,North Caicos,TC,1
NCY,Annecy Meythet airport,Annecy,FR,1
NDC,Nanded Airport,Nanded,IN,1
NDU,Rundu Airport,Rundu,NA,1
NEC,Necochea Airport,Necochea,AR,1
NER,Chulman Airport,Neryungri,RU,1
NEV,Vance W. Amory International Airport,Charlestown,KN,1
NGE,N'Gaoundéré Airport,N'Gaoundéré,CM,1
NGQ,Ngari Gunsa Airport,Shiquanhe,CN,1
NHV,Nuku Hiva Airport,Nuku Hiva,PF,1
NKM,Nagoya Airport / JASDF Komaki Air Base,Nagoya,JP,1
NKT,Şırnak Şerafettin Elçi Airport,Şırnak,TR,1
NLD,Quetzalcóatl International Airport,Nuevo Laredo,MX,1
NLH,Ninglang Luguhu Airport,Ninglang,CN,1
NLI,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,RU,1
NLK,Norfolk Island International Airport,Burnt Pine,NF,1
NLT,Xinyuan Nalati Airport,Xinyuan,CN,1
NMF,Maafaru International Airport,Noonu Atoll,MV,1
NNM,Naryan Mar Airport,Naryan Mar,RU,1
NNT,Nan Airport,Nan Airport,TH,1
NOB,Nosara Airport,Nicoya,CR,1
NOJ,Noyabrsk Airport,Noyabrsk,RU,1
NOP,Sinop Airport,Sinop,TR,1
NOV,Albano Machado Airport,Huambo,AO,1
NOZ,Spichenkovo Airport,Novokuznetsk,RU,1
NPE,Hawke's Bay Airport,Napier,NZ,1
NPL,New Plymouth Airport,New Plymouth,NZ,1
NPO,Nanga Pinoh Airport,Nanga Pinoh-Borneo Island,ID,1
NPT,Newport State Airport,Newport,US,1
NQY,Cornwall Airport Newquay,Newquay,GB,1
NRA,Narrandera Airport,Narrandera,AU,1
NRK,Norrköping Airport,Norrköping,SE,1
NRR,José Aponte de la Torre Airport,Ceiba,PR,1
NSH,Nowshahr Airport,Nowshahr,IR,1
NSN,Nelson Airport,Nelson,NZ,1
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH,1
NTG,Nantong Xingdong International Airport,Nantong (Tongzhou),CN,1
NTN,Normanton Airport,Normanton,AU,1
NTQ,Noto Satoyama Airport,Wajima,JP,1
NTX,Ranai Airport,Ranai-Natuna Besar Island,ID,1
NUI,Nuiqsut Airport,Nuiqsut,US,1
NUX,Novy Urengoy Airport,Novy Urengoy,RU,1
NVA,Benito Salas Airport,Neiva,CO,1
NVI,Navoi International Airport,Navoi,UZ,1
NWI,Norwich Airport,"Norwich, Norfolk",GB,1
NYA,Nyagan Airport,Nyagan,RU,1
NYI,Sunyani Airport,Sunyani,GH,1
NYK,Nanyuki Civil Airport,Gathiuru,KE,1
NYM,Nadym Airport,Nadym,RU,1
NZC,Maria Reiche Neuman Airport,Nazca,PE,1
NZH,Manzhouli Xijiao Airport,Manzhouli,CN,1
NZL,Zhalantun Genghis Khan Airport,Zhalantun,CN,1
OAJ,Albert J Ellis Airport,Richlands,US,1
OBO,Tokachi-Obihiro Airport,Obihiro,JP,1
OCC,Francisco De Orellana Airport,Coca,EC,1
OCE,Ocean City Municipal Airport,Ocean City,US,1
OCJ,Ian Fleming International Airport,Boscobel,JM,1
ODB,Córdoba Airport,Córdoba,ES,1
OER,Örnsköldsvik Airport,Örnsköldsvik,SE,1
OGD,Ogden Hinckley Airport,Ogden,US,1
OGL,Eugene F. Correia International Airport,Ogle,GY,1
OGN,Yonaguni Airport,Yonaguni,JP,1
OGS,Ogdensburg International Airport,Ogdensburg,US,1
OGU,Ordu–Giresun Airport,Ordu,TR,1
OGX,Ain Beida Airport,Ouargla,DZ,1
OGZ,Vladikavkaz Beslan International Airport,Beslan,RU,1
OHE,Mohe Gulian Airport,Mohe,CN,1
OHO,Okhotsk Airport,Okhotsk,RU,1
OIM,Oshima Airport,Izu Oshima,JP,1
OIR,Okushiri Airport,Okushiri Island,JP,1
OIT,Oita Airport,Oita,JP,1
OKD,Sapporo Okadama Airport,Sapporo,JP,1
OKE,Okinoerabu Airport,Wadomari,JP,1
OKI,Oki Global Geopark Airport,Okinoshima,JP,1
OKL,Oksibil Airport,Oksibil,ID,1
OKY,Oakey Army Aviation Centre,Oakey Army Aviation Centre,AU,1
OLA,Ørland Airport,Ørland,NO,1
OLF,L M Clayton Airport,Wolf Point,US,1
OLM,Olympia Regional Airport,Olympia,US,1
OLZ,Olyokminsk Airport,Olyokminsk,RU,1
OMD,Oranjemund Airport,Oranjemund,NA,1
OME,Nome Airport,Nome,US,1
OMH,Urmia Airport,Urmia,IR,1
OMN,Zomin Airport,Zomin,UZ,1
OND,Ondangwa Airport,Ondangwa,NA,1
ONJ,Odate Noshiro Airport,Kitaakita,JP,1
ONQ,Zonguldak Çaycuma Airport,Zonguldak,TR,1
ONX,Enrique Adolfo Jimenez Airport,Colón,PA,1
OOM,Cooma Snowy Mountains Airport,Cooma,AU,1
OPF,Miami-Opa Locka Executive Airport,Miami,US,1
OPU,Balimo Airport,Balimo,PG,1
ORB,Örebro Airport,Örebro,SE,1
ORH,Worcester Regional Airport,Worcester,US,1
ORT,Northway Airport,Northway,US,1
OSD,Åre Östersund Airport,Östersund,SE,1
OSI,Osijek Airport,Osijek(Klisa),HR,1
OSW,Orsk Airport,Orsk,RU,1
OTH,Southwest Oregon Regional Airport,North Bend,US,1
OTZ,Ralph Wien Memorial Airport,Kotzebue,US,1
OUZ,Tazadit Airport,Zouérate,MR,1
OVS,Sovetskiy Airport,Sovetskiy,RU,1
OWB,Owensboro Daviess County Airport,Owensboro,US,1
OYE,Oyem Airport,Oyem,GA,1
OZC,Labo Airport,Ozamiz,PH,1
PAB,Bilaspur Airport,Bilaspur,IN,1
PAC,Marcos A. Gelabert International Airport,Albrook,PA,1
