iata,name,city,country_code,size_rank
AAC,El Arish International Airport,El Arish,EG,0
AAE,Annaba Rabah Bitat Airport,Annaba,DZ,0
AAL,Aalborg Airport,Aalborg,DK,0
AAN,Al Ain International Airport,Al Ain,AE,0
AAR,Aarhus Airport,Aarhus,DK,0
ABA,Abakan International Airport,Abakan,RU,0
ABB,Asaba International Airport,Asaba,NG,0
ABD,Abadan Ayatollah Jami International Airport,Abadan,IR,0
ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,0
ABQ,Albuquerque International Sunport,Albuquerque,US,0
ABV,Nnamdi Azikiwe International Airport,Abuja,NG,0
ABZ,Aberdeen International Airport,Aberdeen,GB,0
ACA,General Juan N. Álvarez International Airport,Acapulco,MX,0
ACC,Kotoka International Airport,Accra,GH,0
ACE,César Manrique-Lanzarote Airport,San Bartolomé,ES,0
ADB,Adnan Menderes International Airport,Gaziemir,TR,0
ADD,Addis Ababa Bole International Airport,Addis Ababa,ET,0
ADE,Aden International Airport,Aden,YE,0
ADJ,Marka International (Amman Civil) Airport,Amman,JO,0
ADL,Adelaide International Airport,Adelaide,AU,0
ADZ,Gustavo Rojas Pinilla International Airport,San Andrés,CO,0
AEP,Aeroparque Jorge Newbery,Buenos Aires,AR,0
AER,Sochi International Airport,Sochi,RU,0
AES,Ålesund Airport,Ålesund,NO,0
AEY,Akureyri International Airport,Akureyri,IS,0
AGA,Al Massira Airport,Agadir (Temsia),MA,0
AGP,Málaga-Costa del Sol Airport,Málaga,ES,0
AGT,Guaraní International Airport,Ciudad del Este,PY,0
AGU,Aguascalientes International Airport,Aguascalientes,MX,0
AHB,Abha International Airport,Abha,SA,0
AJF,Al-Jawf International Airport,Al-Jawf,SA,0
AKL,Auckland International Airport,Auckland,NZ,0
AKX,Aktobe International Airport,Aktobe,KZ,0
ALA,Almaty International Airport,Almaty,KZ,0
ALB,Albany International Airport,Albany,US,0
ALC,Alicante-Elche Miguel Hernández Airport,Alicante,ES,0
ALG,Houari Boumediene Airport,Algiers,DZ,0
ALP,Aleppo International Airport,Aleppo,SY,0
AMD,Sardar Vallabh Patel International Airport,Ahmedabad,IN,0
AMM,Queen Alia International Airport,Amman,JO,0
AMQ,Pattimura International Airport,Ambon,ID,0
AMS,Amsterdam Airport Schiphol,Amsterdam,NL,0
ANC,Ted Stevens Anchorage International Airport,Anchorage,US,0
ANF,Andrés Sabella Gálvez International Airport,Antofagasta,CL,0
ANU,V. C. Bird International Airport,Osbourn,AG,0
AOE,Hasan Polatkan Airport,Eskişehir,TR,0
AOJ,Aomori Airport,Aomori,JP,0
APL,Nampula Airport,Nampula,MZ,0
APW,Faleolo International Airport,Apia,WS,0
AQI,Qaisumah–Hafar Al-Batin International Airport,Qaisumah,SA,0
AQJ,King Hussein International Airport,Aqaba,JO,0
AQP,Rodríguez Ballón International Airport,Arequipa,PE,0
ARN,Stockholm-Arlanda Airport,Stockholm,SE,0
ASB,Ashgabat International Airport,Ashgabat,TM,0
ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,0
ASR,Kayseri Erkilet International Airport,Kayseri,TR,0
ASU,Silvio Pettirossi International Airport,Asunción,PY,0
ASW,Aswan International Airport,Aswan,EG,0
ATH,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,0
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US,0
ATQ,Sri Guru Ram Das Ji International Airport,Amritsar,IN,0
ATZ,Asyut International Airport,Asyut,EG,0
AUA,Queen Beatrix International Airport,Oranjestad,AW,0
AUH,Zayed International Airport,Abu Dhabi,AE,0
AUS,Austin Bergstrom International Airport,Austin,US,0
AVV,Melbourne Avalon International Airport,Geelong/Melbourne,AU,0
AWA,Hawassa International Airport,Hawassa,ET,0
AWZ,Qasem Soleimani International Airport,Ahvaz,IR,0
AYT,Antalya International Airport,Antalya,TR,0
BAH,Bahrain International Airport,Manama,BH,0
BAQ,Ernesto Cortissoz International Airport,Barranquilla,CO,0
BAV,Baotou Donghe International Airport,Baotou,CN,0
BAX,Barnaul Gherman Titov International Airport,Barnaul,RU,0
BBI,Biju Patnaik International Airport,Bhubaneswar,IN,0
BBK,Kasane International Airport,Kasane,BW,0
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO,0
BCD,Bacolod-Silay International Airport,Bacolod City,PH,0
BCM,Bacău George Enescu International  Airport,Bacău,RO,0
BCN,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,0
BCU,Sir Abubakar Tafawa Balewa Bauchi State International Airport,Bauchi,NG,0
BDA,L.F. Wade International Airport,Hamilton,BM,0
BDJ,Syamsudin Noor International Airport,Banjarbaru,ID,0
BDL,Bradley International Airport,Hartford,US,0
BDQ,Vadodara International Airport,Vadodara,IN,0
BDS,Brindisi Airport,Brindisi,IT,0
BEG,Belgrade Nikola Tesla Airport,Belgrade,RS,0
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belém,BR,0
BEM,Beni Mellal Airport,Oulad Yaich,MA,0
BEN,Benina International Airport,Benina,LY,0
BER,Berlin Brandenburg Airport,Berlin,DE,0
BES,Brest Bretagne airport,Brest,FR,0
BEW,Beira International Airport,Beira,MZ,0
BEY,Beirut Rafic Hariri International Airport,Beirut,LB,0
BFN,Bram Fischer International Airport,Bloemfontein,ZA,0
BFS,Belfast International Airport,Belfast,GB,0
BGF,Bangui M'Poko International Airport,Bangui,CF,0
BGI,Grantley Adams International Airport,Bridgetown,BB,0
BGO,"Bergen Airport, Flesland",Bergen,NO,0
BGW,Baghdad International Airport / New Al Muthana Air Base,Baghdad,IQ,0
BGY,Il Caravaggio International Airport,Orio al Serio (BG),IT,0
BHK,Bukhara International Airport,Bukhara,UZ,0
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,0
BHO,Raja Bhoj International Airport,Bhopal,IN,0
BHX,Birmingham Airport,"Birmingham, West Midlands",GB,0
BIA,Bastia-Poretta International airport,Bastia,FR,0
BIO,Bilbao Airport,Bilbao,ES,0
BJA,Soummam–Abane Ramdane Airport,Béjaïa,DZ,0
BJL,Banjul International Airport,Banjul (Yundum),GM,0
BJM,Bujumbura Melchior Ndadaye International Airport,Bujumbura,BI,0
BJV,Milas Bodrum International Airport,Bodrum,TR,0
BJX,Guanajuato International Airport,Silao,MX,0
BKI,Kota Kinabalu International Airport,Kota Kinabalu,MY,0
BKK,Suvarnabhumi Airport,Bangkok,TH,0
BKO,Modibo Keita International Airport,Bamako,ML,0
BLA,General José Antonio Anzoategui International Airport,Barcelona,VE,0
BLJ,Batna Mostefa Ben Boulaid Airport,Batna,DZ,0
BLL,Billund Airport,Billund,DK,0
BLQ,Bologna Guglielmo Marconi Airport,Bologna,IT,0
BLR,Kempegowda International Airport Bengaluru,Bengaluru,IN,0
BLZ,Chileka International Airport,Blantyre,MW,0
BME,Broome International Airport,Broome,AU,0
BNA,Nashville International Airport,Nashville,US,0
BND,Bandar Abbas International Airport,Bandar Abbas,IR,0
BNE,Brisbane International Airport,Brisbane,AU,0
BNX,Banja Luka International Airport,Mahovljani,BA,0
BOD,Bordeaux–Mérignac Airport,Bordeaux,FR,0
BOG,El Dorado International Airport,Bogota,CO,0
BOI,Boise Air Terminal/Gowen Field,Boise,US,0
BOJ,Burgas Airport,Burgas,BG,0
BOM,Chhatrapati Shivaji Maharaj International Airport,Mumbai,IN,0
BON,Flamingo International Airport,Kralendijk,BQ,0
BOO,Bodø Airport,Bodø,NO,0
BOS,Boston Logan International Airport,Boston,US,0
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,0
BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Balikpapan,ID,0
BPS,Porto Seguro International Airport,Porto Seguro,BR,0
BQT,Brest International Airport,Brest,BY,0
BRC,Teniente Luis Candelaria International Airport,San Carlos de Bariloche,AR,0
BRE,Bremen Airport,Bremen,DE,0
BRI,Bari Karol Wojtyła International Airport,Bari,IT,0
BRM,Jacinto Lara International Airport,Barquisimeto,VE,0
BRS,Bristol Airport,Bristol,GB,0
BRU,Brussels Airport,Zaventem,BE,0
BSA,Bender Qassim International Airport,Bosaso,SO,0
BSB,Presidente Juscelino Kubitschek International Airport,Brasília,BR,0
BSG,Bata International Airport,Bata,GQ,0
BSK,Biskra - Mohamed Khider Airport,Biskra,DZ,0
BSL,EuroAirport Basel–Mulhouse–Freiburg,Bâle / Mulhouse,FR,0
BSR,Basra International Airport,Basra,IQ,0
BSZ,Manas International Airport,Bishkek,KG,0
BTH,Hang Nadim International Airport,Batam,ID,0
BTJ,Sultan Iskandar Muda International Airport,Banda Aceh,ID,0
BTS,M. R. Štefánik Airport,Bratislava,SK,0
BUD,Budapest Liszt Ferenc International Airport,Budapest,HU,0
BUF,Buffalo Niagara International Airport,Buffalo,US,0
BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,ZW,0
BUR,Hollywood Burbank/Bob Hope Airport,Burbank,US,0
BUS,Alexander Kartveli Batumi International Airport,Batumi,GE,0
BVA,Beauvais-Tillé airport,Beauvais,FR,0
BVB,Atlas Brasil Cantanhede International Airport,Boa Vista,BR,0
BVC,Aristides Pereira International Airport,Rabil,CV,0
BWA,Gautam Buddha International Airport,Siddharthanagar (Bhairahawa),NP,0
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,0
BWN,Brunei International Airport,Bandar Seri Begawan,BN,0
BXY,Baikonur Krayniy International Airport,Baikonur,KZ,0
BZE,Philip S. W. Goldson International Airport,Belize City,BZ,0
BZV,Maya-Maya International Airport,Brazzaville,CG,0
CAG,Cagliari Elmas Airport,Cagliari,IT,0
CAI,Cairo International Airport,Cairo,EG,0
CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),CN,0
CAP,Cap Haitien International Airport,Cap Haitien,HT,0
CAY,Cayenne – Félix Eboué Airport,Matoury,GF,0
CBB,Jorge Wilsterman International Airport,Cochabamba,BO,0
CCJ,Calicut International Airport,Calicut,IN,0
CCK,Cocos (Keeling) Islands Airport,West Island,CC,0
CCP,Carriel Sur International Airport,Concepcion,CL,0
CCS,Maiquetía Simón Bolívar International Airport,Maiquetía,VE,0
CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,IN,0
CDG,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",FR,0
CEB,Mactan Cebu International Airport,Cebu City/Lapu-Lapu City,PH,0
CEI,Mae Fah Luang - Chiang Rai International Airport,Chiang Rai,TH,0
CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,0
CFE,Clermont-Ferrand Auvergne airport,Clermont-Ferrand,FR,0
CFK,Chlef Aboubakr Belkaid International Airport,Chlef,DZ,0
CFU,Corfu Ioannis Kapodistrias International Airport,Kerkyra (Corfu),GR,0
CGB,Várzea Grande–Marechal Rondon International Airport,Cuiabá,BR,0
CGH,Congonhas–Deputado Freitas Nobre Airport,São Paulo,BR,0
CGK,Soekarno-Hatta International Airport,Jakarta,ID,0
CGN,Cologne Bonn Airport,Köln (Cologne),DE,0
CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,CN,0
CGP,Shah Amanat International Airport,Chattogram (Chittagong),BD,0
CGQ,Changchun Longjia International Airport,Changchun,CN,0
CGY,Laguindingan International Airport,Laguindingan,PH,0
CHC,Christchurch International Airport,Christchurch,NZ,0
CHQ,Chania International Airport,Souda,GR,0
CHS,Charleston International Airport,Charleston,US,0
CIA,Ciampino–G. B. Pastine International Airport,Rome,IT,0
CIT,Shymkent International Airport,Shymkent,KZ,0
CIX,Capitán FAP José A. Quiñones González International Airport,Chiclayo,PE,0
CJB,Coimbatore International Airport,Coimbatore,IN,0
CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Cheongju,KR,0
CJS,Abraham González International Airport,Ciudad Juárez,MX,0
CJU,Jeju International Airport,Jeju City,KR,0
CKG,Chongqing Jiangbei International Airport,Chongqing,CN,0
CKY,Ahmed Sékou Touré International Airport,Conakry,GN,0
CLE,Cleveland Hopkins International Airport,Cleveland,US,0
CLJ,Avram Iancu Cluj International Airport,Cluj-Napoca,RO,0
CLO,Alfonso Bonilla Aragon International Airport,Cali,CO,0
CLT,Charlotte Douglas International Airport,Charlotte,US,0
CMB,Bandaranaike International Colombo Airport,Colombo,LK,0
CMH,John Glenn Columbus International Airport,Columbus,US,0
CMN,Mohammed V International Airport,Casablanca,MA,0
CMW,Ignacio Agramonte International Airport,Camaguey,CU,0
CND,Mihail Kogălniceanu International Airport,Constanța,RO,0
CNF,Tancredo Neves International Airport,Belo Horizonte,BR,0
CNN,Kannur International Airport,Kannur,IN,0
CNS,Cairns International Airport,Cairns,AU,0
CNX,Chiang Mai International Airport,Chiang Mai,TH,0
COK,Cochin International Airport,Kochi,IN,0
COO,Cotonou Cadjehoun International Airport,Cotonou,BJ,0
COR,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,Cordoba,AR,0
COS,City of Colorado Springs Municipal Airport,Colorado Springs,US,0
COV,Çukurova International Airport,Tarsus,TR,0
CPH,Copenhagen Kastrup Airport,Copenhagen,DK,0
CPT,Cape Town International Airport,Cape Town,ZA,0
CRA,Craiova International Airport,Craiova,RO,0
CRD,General Enrique Mosconi International Airport,Comodoro Rivadavia,AR,0
CRK,Clark International Airport / Clark Air Base,Mabalacat,PH,0
CRL,Brussels South Charleroi Airport,Charleroi,BE,0
CRZ,Türkmenabat International Airport,Türkmenabat,TM,0
CSX,Changsha Huanghua International Airport,Changsha (Changsha),CN,0
CTA,Catania-Fontanarossa Airport,Catania,IT,0
CTG,Rafael Nuñez International Airport,Cartagena,CO,0
CTS,New Chitose Airport,Sapporo,JP,0
CTU,Chengdu Shuangliu International Airport,Chengdu (Shuangliu),CN,0
CUL,Bachigualato Federal International Airport,Culiacán,MX,0
CUN,Cancún International Airport,Cancún,MX,0
CUR,Hato International Airport,Willemstad,CW,0
CUU,General Roberto Fierro Villalobos International Airport,Chihuahua,MX,0
CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,0
CVG,Cincinnati Northern Kentucky International Airport,Cincinnati / Covington,US,0
CWB,Curitiba-Afonso Pena International Airport,Curitiba,BR,0
CWL,Cardiff International Airport,Cardiff,GB,0
CXI,Cassidy International Airport,Kiritimati,KI,0
CXR,Cam Ranh International Airport / Cam Ranh Air Base,Nha Trang/nha Trang aiurportCam Ranh,VN,0
CZL,Mohamed Boudiaf International Airport,Constantine,DZ,0
CZM,Cozumel International Airport,Cozumel,MX,0
DAC,Hazrat Shahjalal International Airport,Dhaka,BD,0
DAD,Da Nang International Airport,Da Nang,VN,0
DAL,Dallas Love Field,Dallas,US,0
DAM,Damascus International Airport,Damascus,SY,0
DAR,Julius Nyerere International Airport,Dar es Salaam,TZ,0
DAT,Datong Yungang International Airport,Datong,CN,0
DBB,El Alamein International Airport,El Alamein,EG,0
DBV,Dubrovnik Ruđer Bošković Airport,Dubrovnik,HR,0
DCA,Ronald Reagan Washington National Airport,Washington,US,0
DEB,Debrecen International Airport,Debrecen,HU,0
DEL,Indira Gandhi International Airport,New Delhi,IN,0
DEN,Denver International Airport,Denver,US,0
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,0
DIA,Doha International Airport,Doha,QA,0
DIL,Presidente Nicolau Lobato International Airport,Dili,TL,0
DIR,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,ET,0
DJE,Djerba Zarzis International Airport,Mellita,TN,0
DJG,Tiska Djanet Airport,Djanet,DZ,0
DJJ,Dortheys Hiyo Eluay International Airport,Sentani,ID,0
DJT,President Donald J. Trump International Airport,West Palm Beach,US,0
DLA,Douala International Airport,Douala,CM,0
DLC,Dalian Zhoushuizi International Airport,Dalian (Ganjingzi),CN,0
DLM,Dalaman International Airport,Dalaman,TR,0
DMB,Taraz International Airport,Taraz,KZ,0
DME,Domodedovo International Airport,Moscow,RU,0
DMK,Don Mueang International Airport,Bangkok,TH,0
DMM,King Fahd International Airport,Ad Dammam,SA,0
DNH,Dunhuang Mogao International Airport,Dunhuang,CN,0
DOH,Hamad International Airport,Doha,QA,0
DPS,Denpasar I Gusti Ngurah Rai International Airport,"Kuta, Badung",ID,0
DQM,Duqm International Airport,Duqm,OM,0
DRP,Bicol International Airport,Legazpi,PH,0
DRS,Dresden Airport,Dresden,DE,0
DRW,Darwin International Airport / RAAF Darwin,Darwin,AU,0
DSM,Des Moines International Airport,Des Moines,US,0
DSN,Ordos Ejin Horo International Airport,Ordos,CN,0
DSS,Blaise Diagne International Airport,Dakar,SN,0
DSY,Dara Sakor International Airport,Ta Noun,KH,0
DTM,Dortmund Airport,Dortmund,DE,0
DTW,Detroit Metropolitan Wayne County Airport,Detroit,US,0
DUB,Dublin Airport,Dublin,IE,0
DUR,King Shaka International Airport,Durban,ZA,0
DUS,Düsseldorf Airport,Düsseldorf,DE,0
DVO,Francisco Bangoy International Airport,Davao,PH,0
DWC,Al Maktoum International Airport,Dubai(Jebel Ali),AE,0
DXB,Dubai International Airport,Dubai,AE,0
DXN,Noida International Airport,Gautam Buddha Nagar,IN,0
DYG,Zhangjiajie Hehua International Airport,Zhangjiajie (Yongding),CN,0
DYU,Dushanbe International Airport,Dushanbe,TJ,0
DZA,Dzaoudzi Pamandzi International Airport,Dzaoudzi,YT,0
DZN,Zhezkazgan National Airport,Zhezkazgan,KZ,0
EBB,Entebbe International Airport,Entebbe,UG,0
EBL,Erbil International Airport,Arbil,IQ,0
ECN,Ercan International Airport,Tymbou (Kirklar),CY,0
EDI,Edinburgh Airport,"Ingliston, Edinburgh",GB,0
EDL,Eldoret International Airport,Eldoret,KE,0
EDO,Balıkesir Koca Seyit Airport,Edremit,TR,0
EHU,Ezhou Huahu International Airport,Ezhou,CN,0
EIN,Eindhoven Airport,Eindhoven,NL,0
EIS,Terrance B. Lettsome International Airport,Beef Island,VG,0
ELP,El Paso International Airport,El Paso,US,0
ELQ,Prince Naif bin Abdulaziz International Airport,Qassim,SA,0
ELS,King Phalo Airport,East London,ZA,0
EMA,East Midlands Airport,"Nottingham, Leicestershire",GB,0
ENO,Teniente Ramon A. Ayub Gonzalez International Airport,Encarnación,PY,0
ENU,Akanu Ibiam International Airport,Enegu,NG,0
ERF,Erfurt-Weimar Airport,Erfurt,DE,0
ESB,Esenboğa International Airport,Ankara,TR,0
ESM,Carlos Concha Torres International Airport,Tachina,EC,0
ETM,Ramon International Airport,Eilat,IL,0
EUN,Laayoune Hassan I International Airport,El Aaiún,EH,0
EVE,Harstad/Narvik Airport,Evenes,NO,0
EVN,Zvartnots International Airport,Yerevan,AM,0
EWR,Newark Liberty International Airport,Newark,US,0
EZE,Ezeiza International Airport - Ministro Pistarini,Buenos Aires (Ezeiza),AR,0
FAE,Vágar Airport,Vágar,FO,0
FAO,Faro - Gago Coutinho International Airport,Faro,PT,0
FAT,Fresno Yosemite International Airport,Fresno,US,0
FBM,Lubumbashi International Airport,Lubumbashi,CD,0
FCO,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,0
FDF,Martinique Aimé Césaire International Airport,Fort-de-France,MQ,0
FDH,Bodensee Airport Friedrichshafen,Friedrichshafen,DE,0
FEZ,Fes Saïss International Airport,Saïss,MA,0
FIH,Ndjili International Airport,Kinshasa,CD,0
FJR,Fujairah International Airport,Fujairah,AE,0
FKB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE,0
FKI,Bangoka International Airport,Kisangani,CD,0
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,0
FLN,Hercílio Luz International Airport,Florianópolis,BR,0
FLR,"Florence Airport, Peretola",Firenze (FI),IT,0
FMM,Memmingen Allgau Airport,Memmingen,DE,0
FMO,Münster Osnabrück Airport,Greven,DE,0
FNA,Lungi International Airport,Freetown (Lungi-Town),SL,0
FNC,Cristiano Ronaldo International Airport,Funchal,PT,0
FNJ,Pyongyang Sunan International Airport,Pyongyang,KP,0
FOC,Fuzhou Changle International Airport,Fuzhou (Changle),CN,0
FOR,Pinto Martins International Airport,Fortaleza,BR,0
FPO,Grand Bahama International Airport,Freeport,BS,0
FRA,Frankfurt Main Airport,Frankfurt am Main,DE,0
FRW,Phillip Gaonwe Matante International Airport,Francistown,BW,0
FSC,Figari Sud-Corse Airport,Figari,FR,0
FSZ,Mount Fuji Shizuoka Airport,Makinohara / Shimada,JP,0
FUE,Fuerteventura Airport,El Matorral,ES,0
FUK,Fukuoka Airport,Fukuoka,JP,0
GAN,Gan International Airport,Gan,MV,0
GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,IN,0
GBE,Sir Seretse Khama International Airport,Gaborone,BW,0
GCM,Owen Roberts International Airport,George Town,KY,0
GDL,Guadalajara International Airport,Guadalajara,MX,0
GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,PL,0
GEG,Spokane International Airport,Spokane,US,0
GEO,Cheddi Jagan International Airport,Georgetown,GY,0
GES,General Santos International Airport,General Santos,PH,0
GHV,Brașov-Ghimbav International Airport,Brașov (Ghimbav),RO,0
GIB,Gibraltar Airport,Gibraltar,GI,0
GIG,Rio de Janeiro Galeão – Tom Jobim International Airport,Rio De Janeiro,BR,0
GJL,Jijel Ferhat Abbas Airport,Tahir,DZ,0
GLA,Glasgow Airport,Glasgow,GB,0
GMP,Seoul Gimpo International Airport,Seoul,KR,0
GND,Maurice Bishop International Airport,Saint George's,GD,0
GNJ,Ganja International Airport,Ganja,AZ,0
GNY,Şanlıurfa GAP Airport,Şanlıurfa,TR,0
GOA,Genoa Cristoforo Colombo Airport,Genova (GE),IT,0
